Sample #,Sample Name on LC/MS,Location,Date,Time,Collecter,Type,Project,Comment,Container Mass (g),Total mass (g),Sample Mass (g),TOC/IC sample collected?,PFAS Collected?,Isotope #,Delta 2H,Delta 18O,Delta 17O,Ran on Auto SPE,Corresponding Table,11Cl-PF3OUdS Results,3-3 FTCA Results,4:2FTS Results,5-3 FTCA Results,6:2FTS Results,7-3 FTCA Results,8:2FTS Results,9Cl-PF3ONS Results,ADONA Results,HFPO-DA Results,NEtFOSA Results,NEtFOSAA Results,NEtFOSE Results,NFDHA Results,NMeFOSA Results,NMeFOSAA Results,NMeFOSE Results,PFBA Results,PFBS Results,PFDA Results,PFDoA Results,PFDoS Results,PFDS Results,PFEESA Results,PFHpA Results,PFHpS Results,PFHxA Results,PFHxS Results,PFMBA Results,PFMPA Results,PFNA Results,PFNS Results,PFOA Results,PFOS Results,PFOSA Results,PFPeA Results,PFPeS Results,PFTeDA Results,PFTrDA Results,PFUnA Results
,MS_D25,Mill Site,12/6/25,12:20 PM,"TN, RV, KW, ZW",Stream,13-Site,,41.60,572.80,531.20,Yes,Yes,2410,,,,02/15/26,RV_PFAS_02202026,0.00 bdl,0.00 bdl,0.12 bdl,0.62 bdl,1.27 bdl,0.41 bdl,0.01 bdl,0.00 bdl,0.00 bdl,0.09 bdl,0.24 bdl,0.11 bdl,0.28 bdl,0.03 bdl,0.15 bdl,0.30 bdl,0.24 bdl,2.08 bdl,1.49 bdl,0.04 bdl,0.04 bdl,0.00 bdl,0.00 bdl,0.00 bdl,1.55 bdl,0.03 bdl,3.68,0.70 bdl,0.01 bdl,0.01 bdl,0.46 bdl,0.01 bdl,2.91,1.39 bdl,0.54 bdl,3.42 bdl,0.06 bdl,0.01 bdl,0.03 bdl,0.02 bdl
,HD_D25,Horse Farm Down,12/6/25,11:32 AM,"TN, RV, KW, ZW",Stream,13-Site,,41.80,520.70,478.90,Yes,Yes,2422,,,,02/15/26,RV_PFAS_02202026,0.00 bdl,0.18 bdl,0.07 bdl,0.52 bdl,0.11 bdl,0.75 bdl,0.00 bdl,0.01 bdl,0.01 bdl,0.09 bdl,0.39 bdl,0.27 bdl,0.71 bdl,0.07 bdl,0.41 bdl,0.36 bdl,0.58 bdl,3.07 bdl,4.38,0.18 bdl,0.05 bdl,0.01 bdl,0.06 bdl,0.01 bdl,1.49 bdl,0.04 bdl,4.23,1.40 bdl,0.03 bdl,0.02 bdl,0.75 bdl,0.03 bdl,3.81,2.45,0.82 bdl,4.13,0.31 bdl,0.02 bdl,0.04 bdl,0.07 bdl
,HU_D25,Horse Farm UP ,12/6/25,12:05 PM,"TN, RV, KW, ZW",Stream,13-Site,,42.10,527.50,485.40,Yes,Yes,2421,,,,02/15/26,RV_PFAS_02202026,0.01 bdl,0.12 bdl,0.11 bdl,0.32 bdl,0.02 bdl,1.42 bdl,0.02 bdl,0.00 bdl,0.00 bdl,0.14 bdl,0.14 bdl,0.10 bdl,0.23 bdl,0.06 bdl,0.14 bdl,0.34 bdl,0.17 bdl,3.03 bdl,5.3,0.07 bdl,0.04 bdl,0.00 bdl,0.03 bdl,0.01 bdl,0.86 bdl,0.07 bdl,1.77 bdl,0.92 bdl,0.02 bdl,0.01 bdl,0.63 bdl,0.01 bdl,1.91 bdl,1.38 bdl,0.24 bdl,1.31 bdl,0.21 bdl,0.02 bdl,0.01 bdl,0.06 bdl
,TBU_D25,Tan Brook Up ,12/6/25,12:29 PM,"TN, RV, KW, ZW",Stream,13-Site,,41.40,527.60,486.20,Yes,Yes,2420,,,,02/15/26,RV_PFAS_02202026,0.00 bdl,0.46 bdl,0.06 bdl,0.98 bdl,0.04 bdl,0.56 bdl,0.00 bdl,0.01 bdl,0.01 bdl,0.05 bdl,0.16 bdl,0.24 bdl,0.23 bdl,0.08 bdl,0.14 bdl,0.29 bdl,0.19 bdl,4.60 bdl,6.52,0.22 bdl,0.03 bdl,0.00 bdl,0.01 bdl,0.01 bdl,2.53,0.18 bdl,4.87,2.3,0.01 bdl,0.01 bdl,0.91 bdl,0.04 bdl,7.5,4.96,0.45 bdl,4.42,0.41 bdl,0.03 bdl,0.01 bdl,0.03 bdl
,CPU_D25,Campus Pond Up,12/6/25,12:45 PM,"TN, RV, KW, ZW",Stream,13-Site,,42.20,496.20,454.00,Yes,Yes,2416,,,,02/15/26,RV_PFAS_02202026,0.00 bdl,0.12 bdl,0.06 bdl,0.26 bdl,0.03 bdl,0.87 bdl,0.02 bdl,0.01 bdl,0.00 bdl,0.17 bdl,0.24 bdl,0.19 bdl,0.29 bdl,0.07 bdl,0.18 bdl,0.50 bdl,0.25 bdl,4.00 bdl,6.1,0.34 bdl,0.10 bdl,0.01 bdl,0.09 bdl,0.01 bdl,2.61,0.13 bdl,6.67,2.3,0.02 bdl,0.02 bdl,1.43 bdl,0.02 bdl,8.02,5.86,0.64 bdl,5.53,0.32 bdl,0.06 bdl,0.07 bdl,0.14 bdl
,TBD_D25,Tan Brook Down,12/6/25,10:50 AM,"TN, RV, KW, ZW",Stream,13-Site,,41.30,533.00,491.70,Yes,Yes,2419,,,,02/15/26,RV_PFAS_02202026,0.00 bdl,0.20 bdl,0.05 bdl,0.71 bdl,0.06 bdl,1.03 bdl,0.02 bdl,0.01 bdl,0.01 bdl,0.10 bdl,0.20 bdl,0.12 bdl,0.31 bdl,0.09 bdl,0.17 bdl,0.26 bdl,0.24 bdl,4.69 bdl,4.08,0.23 bdl,0.05 bdl,0.01 bdl,0.06 bdl,0.01 bdl,3.01,0.24 bdl,7.25,2.43,0.00 bdl,0.01 bdl,1.12 bdl,0.02 bdl,8.06,5.5,1.55 bdl,6.29,0.34 bdl,0.06 bdl,0.03 bdl,0.03 bdl
,WC_D25,Wet Center,12/6/25,11:10 AM,"TN, RV, KW, ZW",Stream,13-Site,,42.20,523.40,481.20,Yes,Yes,2417,,,,02/15/26,RV_PFAS_02202026,0.00 bdl,0.00 bdl,0.10 bdl,0.98 bdl,0.95 bdl,0.18 bdl,0.04 bdl,0.00 bdl,0.01 bdl,0.08 bdl,0.23 bdl,0.10 bdl,0.39 bdl,0.07 bdl,0.23 bdl,0.39 bdl,0.33 bdl,2.71 bdl,1.07 bdl,0.08 bdl,0.02 bdl,0.00 bdl,0.01 bdl,0.01 bdl,1.57 bdl,0.04 bdl,3.52,0.81 bdl,0.01 bdl,0.00 bdl,0.47 bdl,0.01 bdl,2.8,1.35 bdl,0.48 bdl,3.32 bdl,0.10 bdl,0.02 bdl,0.01 bdl,0.00 bdl
,B1_215,Blank,2/15/26,11:59 PM,RV,MilliQ,Blank,Dec2025 samples,42.00,541.80,499.80,,,,,,,02/15/26,RV_PFAS_02202026,0.01 bdl,0.02 bdl,0.03 bdl,0.19 bdl,0.03 bdl,0.42 bdl,0.06 bdl,0.00 bdl,0.01 bdl,0.04 bdl,0.17 bdl,0.10 bdl,0.28 bdl,0.05 bdl,0.14 bdl,0.20 bdl,0.23 bdl,0.15 bdl,0.04 bdl,0.02 bdl,0.01 bdl,0.00 bdl,0.02 bdl,0.00 bdl,0.04 bdl,0.02 bdl,0.05 bdl,0.16 bdl,0.04 bdl,0.00 bdl,0.19 bdl,0.03 bdl,0.20 bdl,0.18 bdl,0.05 bdl,0.05 bdl,0.01 bdl,0.01 bdl,0.01 bdl,0.01 bdl
,B2_215,Blank,2/15/26,11:59 PM,RV,MilliQ,Blank,Dec2025 samples,41.99,542.20,500.21,,,,,,,02/15/26,RV_PFAS_02202026,0.00 bdl,0.08 bdl,0.03 bdl,0.26 bdl,0.03 bdl,0.41 bdl,0.01 bdl,0.00 bdl,0.00 bdl,0.08 bdl,0.24 bdl,0.07 bdl,0.20 bdl,0.06 bdl,0.14 bdl,0.25 bdl,0.18 bdl,0.16 bdl,0.02 bdl,0.03 bdl,0.02 bdl,0.02 bdl,0.01 bdl,0.00 bdl,0.04 bdl,0.04 bdl,0.04 bdl,0.19 bdl,0.07 bdl,0.01 bdl,0.18 bdl,0.00 bdl,0.22 bdl,0.24 bdl,0.05 bdl,0.11 bdl,0.01 bdl,0.02 bdl,0.02 bdl,0.02 bdl
,WC_13,Wet Center,12/12/25,10:40 AM,"RV, KW",Stream,Baseflow,,41.58,553.46,511.88,Yes,Yes,2432,-55.66,-8.57,-4.62,06/18/26,RV_PFAS_07082026,0.00 bdl,0.17 bdl,0.00 bdl,0.59 bdl,0.38 bdl,0.41 bdl,0.02 bdl,0.00 bdl,0.01 bdl,0.05 bdl,0.26 bdl,0.08 bdl,0.25 bdl,0.06 bdl,0.22 bdl,0.31 bdl,0.31 bdl,0.41 bdl,1.18,0.17 bdl,0.07 bdl,0.00 bdl,0.02 bdl,0.00 bdl,1.84,0.06 bdl,4.6,0.83 bdl,0.01 bdl,0.01 bdl,0.58 bdl,0.01 bdl,3.32,1.91,0.79 bdl,4.19,0.07 bdl,0.03 bdl,0.03 bdl,0.08 bdl
,,WC Upstream,12/12/25,10:49 AM,"RV,KW",Stream,Baseflow,,,,,Yes,Yes,2433,-54.68,-8.47,-4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WC_14,Wet Center,12/19/25,9:56 AM,"KW, ZW",Stream,Baseflow,,41.83,561.70,519.87,Yes,Yes,2434,-54.77,-8.57,-4.95,06/18/26,RV_PFAS_07082026,0.00 bdl,0.47 bdl,0.00 bdl,0.20 bdl,0.67 bdl,0.06 bdl,0.01 bdl,0.01 bdl,0.01 bdl,0.06 bdl,0.31 bdl,0.16 bdl,0.42 bdl,0.08 bdl,0.30 bdl,0.32 bdl,0.33 bdl,0.62 bdl,1.2,0.31 bdl,0.15 bdl,0.01 bdl,0.01 bdl,0.00 bdl,2.39,0.08 bdl,6.52,0.87 bdl,0.01 bdl,0.01 bdl,0.79 bdl,0.02 bdl,3.94,1.94,1.57,4.87,0.17 bdl,0.03 bdl,0.02 bdl,0.11 bdl
,,WC Upstream,12/19/25,10:05 AM,"KW, ZW",Stream,Baseflow,,41.91,555.30,513.39,Yes,Yes,2435,-54.94,-8.42,-4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WC_15,Wet Center,1/10/26,1:38 PM,"RV, KW",Stream,Baseflow,,42.78,573.97,531.19,Yes,Yes,2434,-54.77,-8.57,-4.95,06/18/26,RV_PFAS_07082026,0.00 bdl,0.10 bdl,0.00 bdl,0.41 bdl,0.19 bdl,0.16 bdl,0.00 bdl,0.00 bdl,0.00 bdl,0.06 bdl,0.61 bdl,0.16 bdl,0.49 bdl,0.07 bdl,0.42 bdl,0.43 bdl,0.51 bdl,0.34 bdl,1.05,0.09 bdl,0.05 bdl,0.02 bdl,0.01 bdl,0.01 bdl,1.6,0.04 bdl,3.43,0.58 bdl,0.01 bdl,0.01 bdl,0.54 bdl,0.00 bdl,2.78,1.28,0.95 bdl,3.22,0.07 bdl,0.04 bdl,0.01 bdl,0.03 bdl
,,WC Upstream,1/10/26,1:33 PM,"RV, KW",Stream,Baseflow,,42.23,,,Yes,Yes,2435,-54.94,-8.42,-4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Eastman Up,1/15/26,10:13 AM,"RV,KW",Stream,13-Site,,,,,Yes,Yes,2438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Horse Farm Down,1/15/26,1:44 PM,"RV, KW",Stream,13-Site,,,,,Yes,Yes,2446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mill Site,1/15/26,11:27 AM,"RV, KW",Stream,13-Site,,,,,Yes,Yes,2442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Knightly,1/15/26,10:47 AM,"RV, KW",Stream,13-Site,,,,,Yes,Yes,2440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tan Brook Up ,1/15/26,12:02 PM,"RV, KW",Stream,13-Site,,,,,Yes,Yes,2444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Doolittle,1/15/26,9:50 AM,"RV, KW",Stream,13-Site,,,,,Yes,Yes,2437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Eastman Down,1/15/26,10:30 AM,"RV, KW",Stream,13-Site,,,,,Yes,Yes,2439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Horse Farm UP ,1/15/26,10:43 AM,"RV, KW",Stream,13-Site,,,,,Yes,Yes,2443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lake Warner Outlet,1/15/26,11:11 AM,"RV, KW",Stream,13-Site,,,,,Yes,Yes,2441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Roaring,1/15/26,9:30 AM,"RV, KW",Stream,13-Site,,,,,Yes,Yes,2436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tan Brook Down,1/15/26,1:25 PM,"RV, KW",Stream,13-Site,,,,,Yes,Yes,2445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Campus Pond Down,1/15/26,2:13 PM,"RV, KW",Stream,13-Site,,,,,Yes,Yes,2448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Campus Pond Up,1/15/26,1:58 PM,"RV, KW",Stream,13-Site,,,,,Yes,Yes,2447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BF_0120,Wet Center,1/20/26,2:12 PM,RV,Stream,Baseflow,,41.77,552.90,511.13,Yes,Yes,Missing?,,,,01/28/25,RV_PFAS_02202026,0.00 bdl,0.00 bdl,0.05 bdl,0.16 bdl,3.58 bdl,0.67 bdl,0.07 bdl,0.01 bdl,0.00 bdl,0.13 bdl,0.44 bdl,0.11 bdl,0.42 bdl,0.04 bdl,0.27 bdl,0.41 bdl,0.33 bdl,1.61 bdl,1.05 bdl,0.03 bdl,0.02 bdl,0.00 bdl,0.00 bdl,0.00 bdl,1.07 bdl,0.03 bdl,2.53,0.67 bdl,0.01 bdl,0.01 bdl,0.42 bdl,0.01 bdl,2.59,1.22 bdl,0.17 bdl,2.65 bdl,0.08 bdl,0.02 bdl,0.00 bdl,0.02 bdl
,WC_16,Wet Center,1/23/26,4:18,RV,Stream,Baseflow,,41.50,587.28,545.78,Yes,Yes,Missing?,,,,06/18/26,RV_PFAS_07082026,0.00 bdl,0.08 bdl,0.00 bdl,0.52 bdl,0.30 bdl,0.05 bdl,0.00 bdl,0.00 bdl,0.01 bdl,0.05 bdl,0.25 bdl,0.11 bdl,0.23 bdl,0.06 bdl,0.20 bdl,0.30 bdl,0.27 bdl,0.14 bdl,1.05,0.05 bdl,0.02 bdl,0.00 bdl,0.01 bdl,0.01 bdl,1.59,0.01 bdl,3.51,0.62 bdl,0.01 bdl,0.01 bdl,0.39 bdl,0.02 bdl,2.77,1.33,0.69 bdl,3.18,0.13 bdl,0.08 bdl,0.02 bdl,0.02 bdl
,WC_B3,Blank,6/18/26,9:47,RV,MilliQ,Blank,SPE blank. for wc RUN 3,42.19,542.14,499.95,,,,,,,06/18/26,RV_PFAS_07082026,0.00 bdl,0.00 bdl,0.00 bdl,0.13 bdl,0.12 bdl,0.20 bdl,0.05 bdl,0.00 bdl,0.00 bdl,0.03 bdl,0.38 bdl,0.08 bdl,0.28 bdl,0.09 bdl,0.27 bdl,0.24 bdl,0.29 bdl,0.02 bdl,0.01 bdl,0.02 bdl,0.04 bdl,0.01 bdl,0.01 bdl,0.00 bdl,0.04 bdl,0.02 bdl,0.06 bdl,0.18 bdl,0.09 bdl,0.01 bdl,0.29 bdl,0.01 bdl,0.25 bdl,0.23 bdl,0.08 bdl,0.07 bdl,0.02 bdl,0.02 bdl,0.02 bdl,0.02 bdl
,WC_B4,Blank,6/18/26,9:47,RV,MilliQ,Blank,SPE blank. for wc RUN 4,41.10,541.48,500.38,,,,,,,6/23/26,RV_PFAS_07082026,0.00 bdl,0.01 bdl,0.00 bdl,0.07 bdl,0.15 bdl,0.03 bdl,0.00 bdl,0.00 bdl,0.01 bdl,0.03 bdl,0.35 bdl,0.16 bdl,0.22 bdl,0.08 bdl,0.23 bdl,0.34 bdl,0.23 bdl,0.16 bdl,0.02 bdl,0.02 bdl,0.00 bdl,0.01 bdl,0.00 bdl,0.00 bdl,0.07 bdl,0.00 bdl,0.05 bdl,0.35 bdl,0.03 bdl,0.01 bdl,0.24 bdl,0.00 bdl,0.26 bdl,0.28 bdl,0.07 bdl,0.05 bdl,0.01 bdl,0.00 bdl,0.04 bdl,0.02 bdl
,WC_B5,Blank,6/25/26,11:00,RV,MilliQ,Blank,SPE blank. for wc RUN 5 (WC 23 - 29),,,,,,,,,,Shealyn run while RV on ECU trip,RV_PFAS_07082026,0.00 bdl,0.00 bdl,0.00 bdl,0.24 bdl,0.08 bdl,0.04 bdl,0.01 bdl,0.00 bdl,0.00 bdl,0.02 bdl,0.20 bdl,0.08 bdl,0.16 bdl,0.07 bdl,0.15 bdl,0.20 bdl,0.17 bdl,0.10 bdl,0.01 bdl,0.02 bdl,0.01 bdl,0.02 bdl,0.00 bdl,0.00 bdl,0.06 bdl,0.01 bdl,0.05 bdl,0.19 bdl,0.03 bdl,0.01 bdl,0.13 bdl,0.00 bdl,0.18 bdl,0.23 bdl,0.05 bdl,0.06 bdl,0.01 bdl,0.01 bdl,0.02 bdl,0.04 bdl
,WC_B6,Blank,7/27/26,11:59 PM,RV,MilliQ,Blank,SPE Blank for WC run 6,41.74,538.58,496.84,,,,,,,7/17/26,RV_PFAS_08102026_conc,0.00 bdl,0.01 bdl,0.00 bdl,0.11 bdl,0.07 bdl,0.07 bdl,0.03 bdl,0.01 bdl,0.00 bdl,0.00 bdl,0.36 bdl,0.09 bdl,0.34 bdl,0.06 bdl,0.33 bdl,0.26 bdl,0.34 bdl,0.11 bdl,0.01 bdl,0.03 bdl,0.02 bdl,0.00 bdl,0.00 bdl,0.00 bdl,0.08 bdl,0.02 bdl,0.05 bdl,0.23 bdl,0.00 bdl,0.01 bdl,0.20 bdl,0.00 bdl,0.22 bdl,0.29 bdl,0.08 bdl,0.03 bdl,0.01 bdl,0.01 bdl,0.01 bdl,0.00 bdl
,WC_20,Wet Center,1/29/26,9:30,RV,Stream,Baseflow,,41.50,567.61,526.11,Yes,Yes,2451,-55.83,-8.70,-4.634273,6/23/26,RV_PFAS_07082026,0.00 bdl,0.08 bdl,0.00 bdl,0.57 bdl,0.42 bdl,0.10 bdl,0.05 bdl,0.00 bdl,0.01 bdl,0.06 bdl,0.17 bdl,0.17 bdl,0.21 bdl,0.09 bdl,0.13 bdl,0.26 bdl,0.15 bdl,0.09 bdl,1.18,0.04 bdl,0.04 bdl,0.00 bdl,0.02 bdl,0.00 bdl,1.41,0.04 bdl,2.69,0.75 bdl,0.00 bdl,0.00 bdl,0.40 bdl,0.01 bdl,2.52,1.19,0.38 bdl,2.49,0.04 bdl,0.02 bdl,0.06 bdl,0.02 bdl
,,Eastman Down,2/21/26,12:21,"RV, OW",Stream,13-Site,Bad day! snow made it so that very few sites were actually accessible,41.58,,,,,2457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Knightly,2/21/26,12:40,"RV, OW",Stream,13-Site,The tare weight wasn't taken for each bottle. Assuming the mean weight...,41.58,,,,,2458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tan Brook Up ,2/21/26,,"TN, SH, JC",Stream,13-Site,Asumption. Tare weight,41.58,,,,,2461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Wet Center,2/21/26,11:04,"RV, OW",Stream,13-Site,Asumption. Tare weight,41.58,,,,,2455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tan Brook Down,2/21/26,,"TN, SH, JC",Stream,13-Site,Asumption. Tare weight,41.58,,,,,2462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Eastman Up,2/21/26,11:56,"RV, OW",Stream,13-Site,Asumption. Tare weight,41.58,,,,,2456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Campus Pond Up,2/21/26,,"TN, SH, JC",Stream,13-Site,Asumption. Tare weight,41.58,,,,,2465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lake Warner Outlet,2/21/26,,"TN, SH, JC",Stream,13-Site,Asumption. Tare weight,41.58,,,,,2460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mill Site,2/21/26,12:59,"RV, OW",Stream,13-Site,Asumption. Tare weight,41.58,,,,,2459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B1_225,Blank,2/25/26,11:59 PM,RV,MilliQ,Blank,SPE blank. for samples SE16_2 through 8.,41.80,540.20,498.40,,,,,,,,RV_PFAS_03122026,0.01 bdl,0.11 bdl,0.00 bdl,0.28 bdl,0.05 bdl,1.01 bdl,0.07 bdl,0.00 bdl,0.01 bdl,0.08 bdl,0.22 bdl,0.12 bdl,0.36 bdl,0.07 bdl,0.19 bdl,0.22 bdl,0.25 bdl,0.21 bdl,0.01 bdl,0.01 bdl,0.01 bdl,0.00 bdl,0.02 bdl,0.01 bdl,0.03 bdl,0.02 bdl,0.11 bdl,0.37 bdl,0.02 bdl,0.01 bdl,0.26 bdl,0.04 bdl,0.21 bdl,0.51 bdl,0.03 bdl,0.07 bdl,0.02 bdl,0.01 bdl,0.02 bdl,0.03 bdl
,WC_21,Wet Center,2/27/26,8:30 AM,RV,Stream,Baseflow,,42.00,568.85,526.85,Yes,Yes,2467,,,,6/23/26,RV_PFAS_07082026,0.00 bdl,0.08 bdl,0.00 bdl,0.87 bdl,1.81 bdl,0.06 bdl,0.01 bdl,0.01 bdl,0.00 bdl,0.05 bdl,0.21 bdl,0.12 bdl,0.16 bdl,0.05 bdl,0.19 bdl,0.24 bdl,0.20 bdl,0.28 bdl,1.3,0.05 bdl,0.01 bdl,0.00 bdl,0.01 bdl,0.00 bdl,2.1,0.08 bdl,4.42,0.57 bdl,0.00 bdl,0.01 bdl,0.48 bdl,0.00 bdl,3.44,1.37,0.25 bdl,4.23,0.15 bdl,0.03 bdl,0.03 bdl,0.03 bdl
,B1_306,Blank,3/6/26,11:59 PM,RV,MilliQ,Blank,SPE blank. for samples SE16_9 through 15.,42.42,539.31,496.89,,,,,,,,RV_PFAS_03122026,0.00 bdl,0.06 bdl,0.00 bdl,0.03 bdl,0.14 bdl,0.14 bdl,0.01 bdl,0.00 bdl,0.01 bdl,0.06 bdl,0.16 bdl,0.15 bdl,0.29 bdl,0.04 bdl,0.20 bdl,0.32 bdl,0.22 bdl,0.14 bdl,0.01 bdl,0.04 bdl,0.03 bdl,0.00 bdl,0.03 bdl,0.00 bdl,0.05 bdl,0.01 bdl,0.04 bdl,0.34 bdl,0.01 bdl,0.01 bdl,0.19 bdl,0.01 bdl,0.21 bdl,0.40 bdl,0.03 bdl,0.05 bdl,0.02 bdl,0.02 bdl,0.04 bdl,0.01 bdl
,B1_307,Blank,3/7/26,11:59 PM,RV,MilliQ,Blank,SPE blank. for samples SE16_16 through 20.,42.10,538.10,496.00,,,,,,,,RV_PFAS_03122026,0.00 bdl,0.11 bdl,0.00 bdl,0.19 bdl,0.02 bdl,0.26 bdl,0.00 bdl,0.01 bdl,0.00 bdl,0.06 bdl,0.19 bdl,0.15 bdl,0.31 bdl,0.05 bdl,0.24 bdl,0.29 bdl,0.24 bdl,0.01 bdl,0.02 bdl,0.06 bdl,0.03 bdl,0.00 bdl,0.03 bdl,0.00 bdl,0.02 bdl,0.06 bdl,0.05 bdl,0.23 bdl,0.01 bdl,0.01 bdl,0.15 bdl,0.01 bdl,0.28 bdl,0.46 bdl,0.05 bdl,0.05 bdl,0.01 bdl,0.01 bdl,0.01 bdl,0.00 bdl
,WC_23,Wet Center,3/4/26,9:55 AM,RV,Stream,Baseflow,Snowed in the morning ,42.00,563.40,521.40,Yes,Yes,2468,,,,Shealyn run while RV on ECU trip,RV_PFAS_07082026,0.00 bdl,0.19 bdl,0.00 bdl,0.26 bdl,1.43 bdl,0.29 bdl,0.05 bdl,0.00 bdl,0.01 bdl,0.11 bdl,0.21 bdl,0.07 bdl,0.25 bdl,0.07 bdl,0.16 bdl,0.30 bdl,0.23 bdl,1.40 bdl,1.11,0.10 bdl,0.01 bdl,0.00 bdl,0.01 bdl,0.00 bdl,1.49,0.04 bdl,2.94,0.64 bdl,0.01 bdl,0.00 bdl,0.54 bdl,0.01 bdl,3.1,1.26,3.06,2.8,0.16 bdl,0.02 bdl,0.04 bdl,0.02 bdl
,WC_22,Wet Center,3/4/26,12:21 PM,"RV, JC, OW",Stream,Baseflow,Rapid snow melt,41.99,568.88,526.89,Yes,Yes,2469,,,,6/23/26,RV_PFAS_07082026,0.00 bdl,0.09 bdl,0.00 bdl,0.88 bdl,2.52 bdl,0.20 bdl,0.05 bdl,0.00 bdl,0.01 bdl,0.14 bdl,0.50 bdl,0.24 bdl,0.45 bdl,0.07 bdl,0.40 bdl,0.40 bdl,0.44 bdl,2.24 bdl,1.1,0.11 bdl,0.06 bdl,0.00 bdl,0.01 bdl,0.00 bdl,1.72,0.07 bdl,3.4,0.59 bdl,0.00 bdl,0.01 bdl,0.55 bdl,0.01 bdl,3.42,1.56,0.32 bdl,3.01,0.09 bdl,0.03 bdl,0.04 bdl,0.03 bdl
,WC_24,Wet Center,3/4/26,2:25 PM,"RV, JC ",Stream,Baseflow,"high in 50s, more snowmelt",42.06,560.41,518.35,Yes,Yes,2470,,,,Shealyn run while RV on ECU trip,RV_PFAS_07082026,0.00 bdl,0.30 bdl,0.00 bdl,0.55 bdl,1.98 bdl,0.04 bdl,0.02 bdl,0.00 bdl,0.00 bdl,0.08 bdl,0.37 bdl,0.09 bdl,0.31 bdl,0.05 bdl,0.26 bdl,0.30 bdl,0.33 bdl,1.97 bdl,1.41,0.21 bdl,0.06 bdl,0.01 bdl,0.02 bdl,0.00 bdl,1.71,0.05 bdl,3.9,0.74 bdl,0.01 bdl,0.02 bdl,0.61 bdl,0.00 bdl,3.4,1.64,5.53,3.41,0.14 bdl,0.03 bdl,0.04 bdl,0.05 bdl
,WC_25,Wet Center,3/9/26,2:37 PM,"RV, JC, OW",Stream,Baseflow,High in 60s. Even MORE snowmelt,42.36,571.00,528.64,Yes,Yes,2471,,,,Shealyn run while RV on ECU trip,RV_PFAS_07082026,0.00 bdl,0.00 bdl,0.00 bdl,0.74 bdl,0.83 bdl,0.09 bdl,0.02 bdl,0.00 bdl,0.00 bdl,0.05 bdl,0.28 bdl,0.11 bdl,0.25 bdl,0.04 bdl,0.22 bdl,0.24 bdl,0.30 bdl,2.25 bdl,1.22,0.05 bdl,0.02 bdl,0.01 bdl,0.01 bdl,0.01 bdl,1.99,0.03 bdl,3.6,0.56 bdl,0.01 bdl,0.00 bdl,0.50 bdl,0.00 bdl,3.54,1.22,3.53,3.35,0.17 bdl,0.02 bdl,0.06 bdl,0.04 bdl
